1		
Quercus_phanera|China|Hainan|DM60|QUE000938	Cyclobalanopsis	0.38
Quercus_blakei|China|Hainan|DM5|QUE000899	Cyclobalanopsis	0.38
Quercus_bella|China|Guangxi|DM52|QUE000930	Cyclobalanopsis	0.38
Quercus_chapensis|China|Yunnan|DM19|QUE000909	Cyclobalanopsis	0.38
Quercus_litoralis|China|Hainan|DM65|QUE000943	Cyclobalanopsis	0.38
Quercus_fleuryi|China|Guangxi|DM10|QUE000904	Cyclobalanopsis	0.38
Quercus_langbianensis|China|Yunnan|DM62|QUE000940	Cyclobalanopsis	0.38
Quercus_pachyloma|China|Fujian|DM11|QUE000905	Cyclobalanopsis	0.38
Quercus_daimingshanensis|China|Guangxi|DM55|QUE000933	Cyclobalanopsis	0.38
Quercus_poilanei|China|Guangxi|DM61|QUE000939	Cyclobalanopsis	0.38
Quercus_patelliformis|China|Hainan|DM12|QUE000906	Cyclobalanopsis	0.38
Quercus_arbutifolia|China|Fujian|DM7|QUE000901	Cyclobalanopsis	0.38
Quercus_ciliaris|China|Zhejiang|DM1|QUE000896	Cyclobalanopsis	0.38
Quercus_stewardiana|China|Fujian|DM53|QUE000931	Cyclobalanopsis	0.38
Quercus_acuta|NA|NA|DM54|QUE000932	Cyclobalanopsis	0.38
Quercus_sessilifolia|China|Fujian|DM23|QUE000912	Cyclobalanopsis	0.38
Quercus_salicina|NA|NA|s.n._-_Swiss_Nat_Arb|QUE002669	Cyclobalanopsis	0.38
Quercus_multinervis|China|Zhejiang|DM8|QUE000902	Cyclobalanopsis	0.38
Quercus_myrsinifolia|China|Zhejiang|DM22|QUE000911	Cyclobalanopsis	0.38
Quercus_kouangsiensis|China|Hainan|DM24|QUE000913	Cyclobalanopsis	0.38
Quercus_chrysocalyx|NA|NA|DM28|QUE000914	Cyclobalanopsis	0.38
Quercus_annulata|China|Guangxi|DM30|QUE000915	Cyclobalanopsis	0.38
Quercus_oxyodon|China|Yunnan|DM6|QUE000900	Cyclobalanopsis	0.38
Quercus_schottkyana|China|Yunnan|DM9|QUE000903	Cyclobalanopsis	0.38
Quercus_lamellosa|China|Yunnan|DM18|QUE000908	Cyclobalanopsis	0.38
Quercus_augustini|China|Yunnan|DM63|QUE000941	Cyclobalanopsis	0.38
Quercus_jenseniana|China|Fujian|11599|QUE001573	Cyclobalanopsis	0.38
Quercus_delavayi|China|Yunnan|DM16|QUE000907	Cyclobalanopsis	0.38
Quercus_chungii|China|Fujian|11012|QUE001572	Cyclobalanopsis	0.38
Quercus_austrocochinchinensis|China|Yunnan|DM47|QUE000928	Cyclobalanopsis	0.38
Quercus_kerrii|China|Yunnan|DM2|QUE000897	Cyclobalanopsis	0.38
Quercus_rex|China|Yunnan|DM3|QUE000898	Cyclobalanopsis	0.38
Quercus_championii|China|Fujian|DM20|QUE000910	Cyclobalanopsis	0.38
Quercus_gilva|China|Zhejiang|DM56|QUE000934	Cyclobalanopsis	0.38
